locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
Soc610,5,0.914,73.98,,,,,,,,,,,,,,,,,,,
Contig_106402,4,0.257,24.14,,,,,,,,,,,,,,,,,,,
Soc579,2,0.568,47.76,,,,7_2,0.156,2170681,8,0.522,7663508,3,0.043,666104,,,,24,0.097,1347522,
Contig_58903,24,0.081,6.77,,,,,,,,,,,,,,,,,,,
Contig_13016,5,0.093,7.51,1,0.367,10351464,21,0.481,13807931,,,,,,,14,0.532,18184589,13,0.685,18926089,
Contig_26324,15,0.381,32.05,,,,23,0.524,9518178,,,,,,,8,0.507,14929739,1B,0.419,7549200,
Contig_7495,21,0.125,12.45,,,,6,0.181,5051473,,,,,,,20,0.673,21180091,22-25,0.804,21266632,
Contig_1923,16,0.909,91.96,,,,,,,,,,,,,,,,,,,
Contig_10979,12,0.405,41.55,,,,2,0.216,6566190,,,,,,,,,,,,,
Contig_11074,22,0.818,66.52,,,,,,,,,,,,,,,,,,,
Contig_6381,17,0.962,81.99,,,,,,,,,,,,,,,,,,,
Contig_45648,13,0.967,79.65,,,,21,0.742,21265581,,,,,,,,,,,,,
Contig_34359,4,0.071,6.64,,,,,,,,,,,,,,,,,,,
Contig_13889,2,0.713,59.98,9,0.940,19028745,,,,,,,,,,,,,,,,
Soc638,8,0.059,5.40,,,,8,0.047,1213304,,,,,,,5,0.891,33328778,2,0.018,472896,
Soc556,24,0.035,2.90,,,,10,0.074,2076366,9,0.379,5270121,13,0.961,12778249,7,0.031,1569549,6,0.012,340251,
Contig_38502,18,0.434,36.80,8,0.883,17110117,17,0.294,8144539,,,,,,,23,0.726,15086142,4,0.697,19216948,
Contig_64311,22,0.098,8.00,,,,21,0.874,25056537,,,,,,,,,,,,,
Contig_39568,8,0.944,87.04,,,,8,0.974,25249004,,,,,,,,,,,,,
Contig_36831,16,1.000,101.13,15,0.046,739472,19,0.899,22053972,2,0.954,10884698,10,0.963,12777772,19,0.800,21732459,12,0.941,21860278,
Contig_93882,16,0.753,76.16,,,,19,0.716,17553867,,,,,,,,,,,,,
Contig_20205,10,0.718,64.49,,,,1,0.667,17131432,,,,,,,,,,,,,
Contig_466,14,0.020,1.69,10,0.987,15454512,3,0.991,23292520,12,0.666,7100847,,,,22,0.585,15462202,,,,
Contig_1311,15,0.231,19.44,,,,,,,,,,,,,,,,1B,0.792,14260308,
Contig_37162,22,0.841,68.46,,,,9,0.054,1230540,,,,,,,15,0.394,10508199,19,0.208,4832239,
Contig_39212,8,0.660,60.89,4,0.464,15150437,8,0.229,5930310,14,0.638,7866959,1,0.165,3803029,2,0.981,24578115,2,0.533,13973257,
Soc1089,18,0.053,4.51,,,,,,,,,,,,,,,,,,,
Contig_58219,23,0.584,43.27,,,,18,0.294,5641876,,,,,,,,,,x,0.554,9846184,
Contig_33583,20,0.556,49.79,7,0.613,17122902,20,0.474,11269101,15,0.765,8808476,7,0.551,6437820,,,,14,0.417,11838067,
Contig_50145,9,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_51050,8,0.045,4.15,,,,,,,,,,,,,,,,,,,
Contig_10855,21,0.818,81.59,,,,,,,,,,,,,,,,22-25,0.167,4416578,
Contig_5999,9,0.668,55.53,,,,16-22,0.144,3735064,,,,,,,13,0.428,14030384,11,0.210,5512485,
Contig_39876,1,0.640,60.09,,,,5,0.674,19513914,,,,,,,,,,7,0.456,12977138,
Contig_14619,17,0.065,5.56,,,,,,,,,,,,,,,,1B,0.419,7543244,
Contig_75761,16,0.871,88.04,15,0.661,10710915,19,0.742,18197611,2,0.040,461409,,,,19,0.285,7735091,12,0.770,17891388,
Contig_13582,21,0.041,4.11,,,,,,,,,,,,,,,,,,,
Contig_26505,11,0.360,26.96,,,,,,,,,,,,,,,,,,,
Contig_53321,20,0.560,50.18,,,,20,0.474,11256154,,,,,,,,,,,,,
Contig_7218,16,0.753,76.16,,,,19,0.705,17289165,,,,,,,19,0.320,8680872,12,0.730,16954023,
Soc568,6,0.445,40.62,,,,15,0.352,10831898,7,0.928,13272446,8,0.814,8552274,,,,16,0.331,8534714,
Contig_58696,20,0.777,69.63,,,,20,0.314,7469287,,,,,,,,,,14,0.280,7947015,
Contig_47606,16,0.525,53.06,15,0.299,4848136,19,0.446,10932076,,,,,,,19,0.023,628343,12,0.456,10588688,
Contig_2536,24,0.635,53.23,19,0.869,17586404,10,0.684,19117505,,,,,,,7,0.925,47221987,6,0.147,4141112,
Soc819,2,0.936,78.65,,,,,,,,,,,,,23,0.132,2732626,,,,
Soc837,5,0.331,26.78,,,,,,,,,,,,,,,,,,,
Contig_20886,21,0.649,64.71,,,,,,,,,,,,,,,,22-25,0.187,4933350,
Soc513,5,0.112,9.08,,,,21,0.479,13729858,,,,,,,,,,13,0.682,18851453,
Contig_21305,16,0.843,85.30,15,0.660,10689684,19,0.741,18167208,2,0.233,2657471,10,0.829,11005867,19,0.286,7761657,12,0.769,17862635,
Soc666,18,0.116,9.84,,,,17,0.257,7123030,,,,,,,23,0.657,13648322,4,0.733,20221831,
Contig_25685,10,0.270,24.20,17,0.498,7268174,12,0.663,18461725,19,0.792,11238708,,,,5,0.382,14271880,1A,0.422,12250181,
Contig_11161,8,1.000,92.21,,,,,,,,,,,,,,,,,,,
Contig_4747,6,0.814,74.32,,,,,,,,,,,,,,,,,,,
Contig_2519,21,0.674,67.26,,,,6,0.836,23346555,,,,,,,,,,22-25,0.109,2891325,
Contig_68236,18,0.924,78.45,,,,,,,,,,,,,,,,,,,
Soc679,12,0.907,93.16,,,,,,,,,,,,,,,,5,0.971,31652987,
Contig_35121,10,0.372,33.37,,,,,,,,,,,,,,,,,,,
Contig_48425,23,0.332,24.56,,,,,,,,,,,,,,,,,,,
Soc1082,12,0.727,74.64,2,0.580,13521860,2,0.868,26368275,13,0.194,3285910,5,0.278,3717180,1,0.511,15948804,5,0.330,10772091,
Soc919,19,0.138,12.86,13,0.782,15704063,13,0.690,18807177,21,0.322,4800178,,,,12,0.172,5951636,20,0.800,22725875,
Soc900,3,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_59391,17,0.811,69.09,18,0.400,6507130,7_1,0.247,5754430,,,,,,,15,0.127,3385484,17,0.553,12654517,
Contig_8824,1,0.864,81.10,,,,,,,,,,,,,,,,,,,
Soc156,5,0.825,66.73,,,,21,0.056,1598604,,,,,,,14,0.868,29672448,,,,
Contig_13828,15,0.807,67.99,,,,23,0.122,2211422,,,,,,,,,,1B,0.071,1281093,
Mmi11,18,0.123,10.46,,,,17,0.253,7004952,20,0.245,3291218,1,0.535,12297533,23,0.650,13513286,4,0.737,20332267,
Contig_17649,19,0.186,17.27,,,,13,0.945,25733941,,,,,,,12,0.866,30023893,20,0.724,20560205,
Contig_49881,5,0.092,7.48,1,0.468,13198697,21,0.619,17739996,,,,,,,14,0.724,24741128,13,0.821,22668104,
Contig_12462,8,0.093,8.55,,,,,,,,,,,,,,,,,,,
Contig_42920,12,0.462,47.46,,,,2,0.176,5343287,,,,,,,,,,,,,
Contig_16207,5,0.932,75.40,,,,,,,,,,,,,,,,,,,
Contig_54092,9,0.122,10.15,,,,,,,,,,,,,,,,11,0.679,17801035,
Soc974,24,0.000,0,,,,,,,,,,,,,,,,,,,
Soc1017,5,0.097,7.84,1,0.480,13539704,21,0.633,18140069,11,0.690,7751476,,,,14,0.737,25201445,13,0.837,23120766,
Contig_28057,19,0.664,61.71,,,,,,,,,,,,,,,,,,,
Contig_13694,8,0.123,11.34,,,,,,,,,,,,,,,,2,0.843,22091405,
Contig_61717,12,0.744,76.43,,,,,,,,,,,,,,,,5,0.344,11227660,
Soc672,15,0.109,9.21,,,,,,,,,,,,,,,,,,,
Contig_32713,24,0.247,20.67,,,,,,,,,,,,,,,,,,,
Contig_16974,24,0.066,5.50,,,,,,,,,,,,,23,0.004,92814,,,,
Contig_7362,5,0.827,66.90,,,,21,0.916,26278723,,,,,,,14,0.023,781258,13,0.152,4195578,
Contig_76354,9,0.550,45.68,6,0.442,7553551,16-22,0.257,6647860,4,0.854,11804538,17,0.358,4350020,13,0.531,17408827,11,0.326,8533931,
Soc1034,1,0.247,23.19,,,,,,,,,,,,,,,,,,,
Soc1011,4,0.966,90.68,,,,11,0.035,807688,,,,,,,4,0.933,26758050,8,0.794,18319759,
Contig_25768,24,0.879,73.65,,,,,,,,,,,,,,,,,,,
Contig_7456,3,0.366,33.74,,,,,,,,,,,,,,,,,,,
Contig_7209,1,0.051,4.81,,,,,,,,,,,,,,,,,,,
Contig_51656,18,0.898,76.25,,,,,,,,,,,,,,,,,,,
Contig_6525,7,0.985,79.52,,,,,,,,,,,,,,,,,,,
Contig_9865,20,0.038,3.44,,,,,,,,,,,,,,,,,,,
Contig_25402,8,0.455,41.92,,,,8,0.407,10539857,,,,,,,,,,2,0.366,9587718,
Contig_80727,10,0.025,2.22,,,,,,,,,,,,,,,,,,,
Contig_305,22,0.104,8.45,14,0.669,10206075,9,0.110,2530445,,,,,,,7,0.621,31701603,19,0.982,22788140,
Contig_62188,5,0.922,74.60,,,,,,,,,,,,,,,,,,,
Contig_16447,21,0.896,89.33,,,,6,0.758,21175114,,,,,,,,,,22-25,0.195,5151912,
Contig_27774,8,0.093,8.55,4,0.077,2506919,,,,,,,,,,2,0.273,6840638,,,,
Contig_9499,2,0.475,39.94,1,0.875,24657617,7_2,0.583,8110961,8,0.171,2509052,3,0.351,5442843,,,,24,0.692,9626568,
Contig_151,17,0.103,8.78,18,0.121,1969096,7_1,0.770,17918806,16,0.242,2496311,14,0.861,8819348,15,0.926,24707679,17,0.216,4935473,
Lcr14,17,0.751,63.99,,,,,,,,,,,,,15,0.127,3397484,17,0.552,12637295,
Contig_41732,21,0.700,69.79,12,0.826,15196685,6,0.860,24019651,3,0.997,13053117,,,,20,0.183,5749528,22-25,0.083,2195379,
Contig_53900,23,0.102,7.52,,,,,,,,,,,,,,,,,,,
Contig_9990,15,0.621,52.26,,,,23,0.403,7315591,,,,,,,,,,1B,0.289,5204916,
Soc890,9,0.277,23.02,,,,,,,,,,,,,,,,,,,
Contig_10089,24,0.066,5.50,,,,10,0.846,23644452,,,,,,,7,0.113,5764952,6,0.851,23981924,
Contig_9232,6,0.983,89.81,,,,15,0.124,3801859,,,,,,,,,,16,0.066,1692360,
Contig_39896,17,0.962,81.95,18,0.977,15901518,7_1,0.046,1076577,16,0.146,1501046,,,,15,0.272,7266796,,,,
Contig_5863,23,0.956,70.78,,,,,,,,,,,,,,,,,,,
Contig_130,4,0.116,10.93,,,,,,,,,,,,,,,,8,0.942,21740366,
Contig_11510,15,0.186,15.62,,,,,,,,,,,,,,,,,,,
Contig_41916,5,0.170,13.74,,,,21,0.374,10730859,,,,,,,14,0.423,14457069,13,0.572,15793931,
Contig_16250,14,0.377,32.52,,,,,,,,,,,,,,,,,,,
Contig_28455,23,0.964,71.41,,,,18,0.682,13084719,18,0.196,1581163,19,0.088,639132,,,,x,0.963,17126960,
Soc688,11,0.039,2.95,,,,,,,,,,,,,,,,15,0.851,21746411,
Contig_44927,22,0.602,48.96,14,0.124,1894160,9,0.735,16887246,,,,,,,7,0.260,13279856,19,0.335,7782974,
Contig_28763,18,0.924,78.45,,,,,,,,,,,,,,,,,,,
Soc735,1,0.324,30.47,,,,,,,,,,,,,,,,,,,
Contig_35418,3,0.886,81.70,,,,,,,,,,,,,,,,,,,
Soc995,9,0.603,50.16,,,,16-22,0.204,5265570,,,,,,,13,0.484,15852963,11,0.270,7089721,
Contig_50342,6,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_24248,19,0.089,8.26,13,0.035,707388,13,0.800,21806773,,,,,,,12,0.022,753012,20,0.951,27006845,
Contig_30046,17,0.240,20.45,,,,19,0.345,8466814,,,,,,,,,,,,,
Contig_8321,12,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_87726,17,0.065,5.56,18,0.209,3404965,7_1,0.891,20734430,,,,,,,15,0.360,9609673,17,0.028,643809,
Contig_28406,18,0.060,5.09,8,0.192,3717176,17,0.933,25830627,,,,,,,,,,4,0.089,2457097,
Soc1048,12,0.381,39.15,2,0.246,5737440,2,0.233,7085392,13,0.672,11393629,5,0.734,9829142,1,0.140,4369446,5,0.642,20925382,
Contig_2316,19,0.725,67.38,,,,,,,,,,,,,,,,,,,
Contig_34655,17,0.933,79.45,18,0.299,4874538,7_1,0.159,3699965,,,,14,0.185,1897527,15,0.490,13079546,17,0.909,20814638,
Soc423,10,0.120,10.77,17,0.675,9856307,12,0.552,15364149,,,,,,,,,,1A,0.316,9176979,
Soc785,17,0.396,33.77,,,,,,,,,,,,,,,,,,,
Soc586,6,0.045,4.13,,,,,,,,,,,,,,,,,,,
Contig_35695,20,0.462,41.36,,,,,,,,,,,,,,,,,,,
Soc1124,17,0.638,54.38,,,,7_1,0.459,10681679,,,,,,,15,0.577,15405761,17,0.775,17746923,
Contig_61880,6,0.554,50.59,,,,15,0.285,8765159,,,,8,0.072,753842,11,0.631,21111367,16,0.257,6633750,
Contig_12800,24,0.069,5.80,,,,,,,,,,,,,,,,,,,
Contig_93038,6,0.269,24.56,20,0.452,8913274,15,0.741,22818197,7,0.744,10642021,8,0.585,6150442,11,0.216,7227657,16,0.488,12601946,
Contig_4061,12,0.957,98.24,,,,17,0.371,10274215,,,,,,,,,,,,,
Contig_12087,14,0.698,60.26,,,,3,0.452,10610937,,,,,,,,,,9,0.572,12791533,
Contig_48987,1,0.071,6.70,,,,,,,,,,,,,,,,,,,
Contig_32195,13,0.116,9.53,,,,,,,,,,,,,,,,,,,
Contig_8327,12,0.680,69.78,2,0.586,13660249,2,0.873,26540447,13,0.201,3405747,5,0.271,3624542,1,0.519,16189906,5,0.325,10600647,
Contig_40885,5,0.132,10.65,,,,,,,,,,,,,,,,,,,
Contig_46578,18,0.053,4.52,8,0.954,18482448,17,0.217,6015108,20,0.192,2580810,1,0.506,11627902,23,0.595,12355357,4,0.772,21286128,
Contig_39196,15,0.578,48.69,,,,,,,,,,,,,,,,,,,
Contig_9201,14,0.559,48.24,10,0.655,10253987,3,0.331,7778591,,,,,,,22,0.829,21901088,9,0.443,9898125,
Contig_1825,4,0.223,20.96,,,,,,,,,,,,,,,,,,,
Soc758,19,0.773,71.79,,,,13,0.470,12810313,,,,12,0.146,1840408,12,0.380,13166669,20,0.218,6183132,
Contig_4385,4,0.937,87.95,,,,,,,,,,,,,,,,,,,
Contig_9338,10,0.951,85.42,,,,,,,,,,,,,,,,,,,
Contig_15869,12,0.263,27.00,,,,2,0.358,10870491,,,,,,,,,,5,0.764,24909752,
Contig_45788,17,0.065,5.56,,,,,,,,,,,,,,,,,,,
Soc600,1,0.045,4.19,,,,,,,,,,,,,,,,,,,
Contig_18425,18,0.921,78.14,,,,,,,,,,,,,,,,,,,
Contig_45093,20,0.824,73.78,,,,20,0.237,5621973,,,,,,,,,,14,0.206,5840724,
Contig_45335,18,0.948,80.45,,,,,,,,,,,,,,,,,,,
Contig_14457,5,0.259,20.94,,,,,,,,,,,,,,,,,,,
Contig_42477,24,0.227,19.04,,,,,,,,,,,,,,,,19,0.224,5190732,
Contig_10214,17,0.531,45.28,,,,,,,,,,,,,,,,17,0.437,10008466,
Contig_81929,18,0.973,82.57,8,0.023,442903,17,0.032,878260,,,,,,,,,,4,0.991,27313564,
Contig_15119,8,0.093,8.55,4,0.808,26364558,8,0.035,919980,,,,,,,5,0.870,32509840,2,0.031,820131,
Contig_26953,18,0.083,7.03,,,,,,,,,,,,,,,,,,,
Soc1052,21,0.199,19.80,12,0.412,7584414,6,0.324,9044207,,,,9,0.101,1067672,,,,22-25,0.642,16982090,
Soc669,19,0.335,31.07,,,,,,,,,,,,,,,,,,,
Contig_32500,24,0.879,73.65,,,,,,,,,,,,,,,,,,,
Soc708,3,0.750,69.13,7,0.281,7848789,14,0.421,5930454,,,,,,,3,0.286,5536013,3,0.443,5954575,
Contig_5594,12,0.259,26.61,,,,2,0.417,12688036,,,,,,,,,,5,0.823,26854025,
Contig_61080,8,0.928,85.61,,,,8,0.983,25484523,,,,,,,2,0.067,1670443,,,,
Contig_35374,18,0.973,82.57,,,,,,,,,,,,,,,,,,,
Contig_73389,13,0.957,78.82,3,0.262,4396286,4,0.792,20224288,22,0.901,10465788,15,0.264,1932844,18,0.096,2507427,10,0.202,4853224,
Soc738,6,0.052,4.75,,,,,,,,,,,,,,,,,,,
Contig_66890,4,0.054,5.11,,,,,,,,,,,,,,,,,,,
Contig_4281,2,0.736,61.91,,,,7_2,0.345,4797035,8,0.493,7240040,3,0.065,999473,,,,24,0.300,4180238,
Contig_9054,6,0.667,60.88,,,,15,0.224,6881889,,,,,,,11,0.693,23188748,16,0.181,4682361,
Contig_39603,21,0.248,24.70,12,0.499,9183859,6,0.395,11030394,3,0.405,5299017,9,0.215,2269634,20,0.891,28042076,22-25,0.569,15057388,
Contig_6791,15,0.621,52.28,,,,,,,,,,,,,,,,,,,
Contig_24613,8,0.897,82.67,,,,,,,,,,,,,,,,,,,
Contig_45878,14,0.319,27.51,,,,,,,,,,,,,,,,,,,
Lcr04,21,0.125,12.45,12,0.322,5926414,6,0.251,7010015,3,0.085,1112683,,,,,,,22-25,0.727,19216055,
Contig_7343,16,0.504,50.92,,,,19,0.385,9445856,,,,,,,,,,12,0.391,9095351,
Contig_10031,24,0.635,53.23,,,,,,,,,,,,,,,,,,,
Contig_20596,4,1.000,93.83,,,,,,,,,,,,,,,,,,,
Contig_18621,10,0.702,63.03,12,0.618,11380479,,,,,,,,,,,,,,,,
Contig_4434,15,0.297,25.03,,,,23,0.669,12158815,,,,,,,,,,1B,0.572,10291989,
Contig_26682,11,0.059,4.45,,,,,,,,,,,,,,,,,,,
Contig_27803,16,0.336,33.95,,,,,,,,,,,,,19,0.468,12709645,12,0.199,4623621,
Contig_40760,9,1.000,83.13,,,,,,,,,,,,,,,,19,0.411,9544643,
Contig_2674,9,0.377,31.31,6,0.657,11215796,16-22,0.426,11021377,4,0.641,8860868,17,0.591,7173157,13,0.697,22845207,11,0.498,13065333,
Contig_17882,4,0.177,16.65,,,,,,,,,,,,,,,,8,0.985,22723257,
Contig_12766,1,0.698,65.55,,,,5,0.775,22458145,,,,,,,,,,7,0.353,10057581,
Soc559,20,0.487,43.63,,,,,,,,,,7,0.905,10580208,,,,,,,
Contig_19656,10,0.087,7.77,17,0.692,10111317,12,0.539,15017329,19,0.666,9452731,,,,5,0.281,10493100,1A,0.304,8828476,
Contig_27874,2,0.896,75.34,,,,7_2,0.253,3513302,,,,3,0.017,256772,,,,24,0.172,2400891,
Contig_12765,8,0.045,4.15,,,,,,,,,,,,,,,,,,,
Contig_3477,10,0.771,69.18,17,0.082,1196073,12,0.142,3945023,19,0.097,1375849,,,,5,0.715,26745532,1A,0.920,26703615,
Contig_34000,7,0.088,7.14,,,,24,0.092,1818978,,,,,,,,,,18-21,0.121,1985694,
Soc1066,19,0.868,80.62,,,,13,0.511,13910474,,,,,,,,,,20,0.257,7298760,
Contig_5167,24,0.520,43.61,,,,,,,,,,,,,,,,,,,
Contig_3625,2,0.950,79.88,,,,,,,,,,,,,,,,,,,
Contig_54367,18,0.075,6.38,,,,,,,,,,,,,,,,,,,
Contig_60256,23,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_12903,20,0.140,12.50,,,,20,0.706,16778470,,,,,,,,,,14,0.761,21618471,
Contig_67625,20,0.336,30.05,,,,,,,,,,,,,,,,,,,
Contig_4449,23,0.973,72.04,,,,,,,9,0.568,7903578,,,,,,,,,,
Contig_62771,20,0.140,12.50,7,0.771,21553145,20,0.606,14393834,15,0.934,10759907,7,0.381,4458817,10,0.652,11142447,14,0.531,15074283,
Soc726,7,0.958,77.37,,,,24,0.989,19591582,,,,,,,,,,,,,
Contig_17017,17,0.112,9.50,,,,,,,,,,,,,,,,17,0.170,3895952,
Contig_8130,1,0.014,1.35,,,,,,,,,,,,,,,,,,,
Soc647,16,0.532,53.76,,,,19,0.457,11219698,,,,,,,,,,12,0.468,10868190,
Soc880,17,0.495,42.17,,,,7_1,0.571,13290929,,,,14,0.596,6107964,15,0.707,18874457,17,0.424,9703174,
Soc693,11,0.947,70.95,16,0.385,6967636,1,0.818,21029013,1,0.537,12487237,2,0.509,11000809,,,,15,0.670,17137351,
Soc620,8,0.596,54.98,4,0.455,14840430,8,0.241,6253717,14,0.613,7560839,1,0.154,3535945,2,0.967,24217296,2,0.521,13656995,
Contig_34833,18,0.086,7.31,8,0.175,3384951,17,0.920,25449130,,,,1,0.992,22806358,,,,4,0.074,2028272,
Contig_54685,17,0.876,74.61,,,,7_1,0.321,7472907,,,,,,,,,,17,0.632,14478600,
Contig_9040,14,0.448,38.68,10,0.757,11849498,3,0.114,2670172,,,,,,,22,0.603,15915427,9,0.206,4608699,
Soc826,7,0.188,15.15,,,,24,0.409,8106417,,,,6,0.182,1277007,,,,18-21,0.288,4745781,
Contig_39355,22,0.124,10.11,,,,,,,,,,,,,,,,,,,
Contig_46525,5,0.825,66.73,,,,,,,,,,,,,,,,,,,
Soc1072,17,0.772,65.74,18,0.434,7061876,7_1,0.276,6408491,16,0.818,8431216,,,,15,0.096,2552690,17,0.583,13340674,
Contig_55954,14,0.822,70.96,,,,,,,,,,,,,,,,9,0.854,19094621,
Soc761,21,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_20778,7,0.720,58.15,,,,,,,,,,,,,,,,18-21,0.856,14076910,
Contig_85577,23,0.765,56.64,,,,18,0.436,8368401,,,,,,,,,,x,0.710,12622219,
Contig_27597,2,0.874,73.49,1,0.765,21570396,7_2,0.301,4188831,,,,,,,,,,24,0.259,3602922,
Contig_38144,4,0.281,26.32,11,0.401,6695114,11,0.194,4521169,5,0.865,10545689,3,0.882,13667643,4,0.736,21101104,8,0.669,15430501,
Contig_81007,1,0.045,4.19,,,,,,,,,,,,,,,,7,0.520,14800217,
Contig_6679,22,0.000,0,,,,,,,,,,,,,,,,,,,
Soc905,13,0.967,79.65,,,,,,,,,,,,,,,,,,,
Contig_70266,2,0.501,42.09,,,,,,,,,,,,,,,,,,,
Contig_5298,15,0.000,0,,,,,,,,,,,,,,,,,,,
Soc1141,11,0.499,37.37,16,0.746,13517326,1,0.503,12921347,1,0.780,18133892,,,,16,0.599,20899160,15,0.338,8639139,
Contig_56727,5,0.106,8.60,,,,,,,,,,,,,,,,,,,
Contig_2560,8,0.397,36.64,,,,8,0.475,12310369,,,,,,,2,0.675,16901620,2,0.314,8224469,
Contig_99897,8,0.914,84.24,,,,,,,,,,,,,,,,,,,
Dla41,6,0.755,68.91,20,0.742,14639438,15,0.122,3755044,7,0.144,2053131,,,,11,0.767,25662922,16,0.064,1643168,
Contig_77217,14,0.102,8.77,,,,,,,,,,,,,,,,,,,
Contig_1729,1,0.468,43.93,,,,,,,,,,,,,,,,,,,
Soc640,3,0.514,47.35,7,0.162,4512526,14,0.694,9761119,8,0.900,13217796,,,,,,,3,0.738,9927658,
Contig_102963,19,0.860,79.91,,,,,,,,,,,,,,,,,,,
Soc576,8,0.952,87.75,4,0.152,4956525,8,0.943,24439815,,,,,,,2,0.127,3182367,2,0.764,20034190,
Contig_4111,8,0.455,41.92,,,,,,,,,,,,,,,,,,,
Contig_6831,18,1.000,84.87,,,,17,0.050,1370582,,,,,,,,,,4,0.954,26314022,
Contig_12158,9,0.883,73.39,,,,,,,,,,,,,,,,,,,
Contig_8559,4,0.931,87.32,,,,,,,,,,,,,,,,,,,
Soc650,18,0.883,74.92,,,,,,,,,,,,,,,,,,,
Dla99,5,1.000,80.93,18,0.367,5981985,,,,,,,14,0.200,2048789,15,0.155,4123256,,,,
Contig_8927,1,0.319,29.96,,,,,,,,,,,,,,,,,,,
Contig_100319,19,0.744,69.09,,,,13,0.411,11206853,21,0.869,12946090,12,0.241,3046044,,,,20,0.159,4526338,
Soc505,22,0.265,21.54,,,,,,,,,,,,,,,,,,,
Contig_20571,22,0.951,77.38,,,,9,0.644,14802470,,,,,,,7,0.308,15741639,19,0.427,9896752,
Contig_9807,5,0.721,58.34,,,,,,,,,,,,,,,,,,,
Soc637,17,0.374,31.88,,,,,,,,,,,,,,,,,,,
Soc812,23,0.111,8.22,,,,,,,,,,,,,,,,,,,
Contig_24692,12,0.493,50.57,,,,2,0.168,5101271,,,,,,,,,,5,0.580,18914904,
Contig_62439,20,0.147,13.13,,,,20,0.801,19033722,,,,,,,,,,14,0.675,19176996,
Contig_83533,5,0.106,8.60,,,,,,,11,0.584,6562176,16,0.391,3526646,14,0.650,22233700,,,,
Soc681,17,0.255,21.71,18,0.888,14453343,,,,,,,,,,,,,17,0.324,7407935,
Contig_9344,12,0.606,62.25,2,0.723,16844725,2,0.741,22507796,,,,,,,1,0.666,20787807,5,0.198,6468988,
Contig_60597,12,0.017,1.78,,,,,,,,,,,,,,,,,,,
Dla105,10,0.419,37.60,,,,12,0.994,27689682,,,,,,,5,0.831,31055358,1A,0.769,22321563,
Contig_60654,14,0.072,6.21,,,,3,0.920,21624658,,,,,,,,,,9,0.063,1419055,
Dla44,7,0.080,6.48,21,0.134,1569401,24,0.102,2027641,10,0.137,1246444,,,,9,0.181,3800650,18-21,0.107,1763650,
Contig_9601,20,0.682,61.06,,,,,,,,,,,,,,,,,,,
Contig_11657,12,0.470,48.29,2,0.269,6257310,2,0.212,6442196,,,,5,0.708,9481803,1,0.167,5208606,5,0.622,20293060,
Contig_45388,18,0.928,78.78,,,,,,,,,,,,,,,,,,,
Contig_38865,7,0.852,68.80,,,,,,,,,,,,,,,,,,,
Contig_44525,8,0.801,73.87,4,0.131,4285245,8,0.914,23689653,,,,,,,2,0.012,294520,2,0.803,21043639,
Contig_8952,20,0.777,69.63,7,0.439,12255577,20,0.270,6420765,,,,,,,10,0.153,2617177,14,0.239,6798552,
Contig_33873,17,0.211,17.95,,,,7_1,0.705,16396080,,,,,,,,,,17,0.285,6529472,
Contig_67817,17,0.783,66.69,18,0.202,3296469,7_1,0.144,3345323,,,,,,,,,,17,0.928,21240188,
Contig_113,10,1.000,89.78,,,,,,,,,,,,,,,,,,,
Contig_1759,16,0.539,54.46,15,0.437,7073720,19,0.557,13659403,2,0.487,5558309,10,0.537,7123632,19,0.132,3584033,12,0.573,13323937,
Contig_36223,15,0.582,49.01,,,,23,0.437,7943360,1,0.356,8287656,2,0.346,7473633,8,0.396,11655802,1B,0.326,5866207,
Soc592,12,0.177,18.21,,,,2,0.380,11537329,,,,,,,,,,5,0.785,25603861,
Contig_6925,17,0.772,65.74,18,0.439,7150922,7_1,0.281,6541599,,,,,,,15,0.089,2382602,17,0.589,13493498,
Contig_29090,11,0.304,22.82,,,,,,,,,,,,,16,0.664,23166063,15,0.048,1224565,
Contig_13367,13,0.967,79.65,,,,4,0.860,21967460,,,,,,,,,,10,0.123,2951521,
Contig_928,6,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_4244,24,0.725,60.78,,,,,,,,,,,,,,,,,,,
Contig_10665,10,0.372,33.41,,,,,,,,,,,,,,,,,,,
Contig_55331,9,0.149,12.41,,,,,,,,,,,,,,,,,,,
Soc778,11,0.446,33.40,,,,,,,,,,,,,,,,,,,
Contig_10628,11,0.424,31.75,16,0.803,14539120,1,0.453,11634438,,,,,,,16,0.821,28645095,15,0.284,7255639,
Contig_64456,13,0.975,80.27,,,,4,0.931,23786220,22,0.470,5456322,,,,,,,10,0.061,1459342,
Soc1020,10,0.858,76.99,,,,12,0.071,1963571,,,,,,,5,0.616,23013571,1A,0.989,28714442,
